,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
885,Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8
704,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3
659,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4
348,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26
463,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5
325,The Hills,The Weeknd,1,2015,5,27,25744,4,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8
186,Pink + White,Frank Ocean,1,2016,8,20,21574,30,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11
123,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4
834,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5
608,Bored,Billie Eilish,1,2017,3,30,4204,0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
143,Without Me,Eminem,1,2002,1,1,21081,43,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9
912,Talk,YEAT,1,2022,9,2,920,0,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23
197,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7
609,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3
279,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7
293,Like Crazy (English Version),Jimin,1,2023,3,24,373,19,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4
400,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4
122,Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4
183,Car's Outside,James Arthur,1,2019,10,18,794,10,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3
202,Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3
246,Easy On Me,Adele,1,2021,10,14,10195,20,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3
415,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7
861,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4
732,X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5
844,So Good,Halsey,1,2022,6,9,1057,0,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4
129,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5
637,Permission to Dance,BTS,1,2021,7,9,1801,2,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4
917,Poland,Lil Yachty,1,2022,6,23,1584,0,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5
734,In My Head,Lil Tjay,1,2022,4,1,1185,0,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12
868,POP!,Nayeon,1,2022,6,24,571,0,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5
219,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21
641,Memories,Maroon 5,1,2019,9,20,9974,2,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5
870,MORE,j-hope,1,2022,7,1,565,0,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4
716,La Zona,Bad Bunny,1,2020,2,29,1188,0,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4
767,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5
874,Sticky,Drake,1,2022,6,17,2814,0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14
624,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7
798,SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6
848,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34
386,Shirt,SZA,1,2022,10,28,3469,0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10
925,Celestial,Ed Sheeran,1,2022,9,29,1639,0,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4
509,Gasoline,The Weeknd,1,2022,1,7,2297,0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
267,Super,SEVENTEEN,1,2023,4,24,271,12,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9
780,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46
441,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4
496,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
112,LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,2,106,4,2,184,116,B,Major,77,79,62,33,1,15,3
691,Forever,Labrinth,1,2019,10,4,3618,0,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3
232,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8
828,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4
607,2055,Sleepy hallow,1,2021,4,14,2226,0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
671,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13
373,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4
934,Question...?,Taylor Swift,1,2022,10,21,1608,0,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17
802,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38
233,69,"Nicky Jam, Feid",2,2023,5,18,1134,22,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23
774,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9
676,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6
317,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6
648,MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6
854,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3
709,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9
358,In The End,Linkin Park,1,2000,10,24,25065,6,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6
258,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,17,7,41,1,29,117,F#,Minor,77,69,58,39,0,26,5
627,Bar,"Tini, L-Gante",2,2021,11,11,755,4,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8
632,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16
282,Punto G,Quevedo,1,2022,11,4,1985,35,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15
376,Maan Meri Jaan,King,1,2022,10,12,288,6,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4
384,Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4
224,Players,Coi Leray,1,2022,11,30,4096,6,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16
907,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7
877,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11
472,Gone Girl,SZA,1,2022,12,9,892,0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6
347,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3
505,Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
639,RAPSTAR,Polo G,1,2021,4,9,4731,0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24
940,Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5
883,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8
950,A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,2,0,7,0,0,92,C#,Major,80,81,67,4,0,8,6
619,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23
814,ZOOM,Jessi,1,2022,4,13,608,0,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16
645,Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7
806,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9
556,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
911,Sparks,Coldplay,1,2000,7,10,10826,4,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
577,Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
85,El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,80,75,110,11,323,124,G#,Minor,78,70,68,3,1,11,4
242,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3
698,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22
159,Under The Influence,Chris Brown,1,2019,10,4,3859,26,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4
524,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
35,Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,22,33,34,7,184,120,,Major,81,63,68,11,0,11,4
540,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
170,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3
654,Light Switch,Charlie Puth,1,2022,1,19,4049,0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31
846,Keep Driving,Harry Styles,1,2022,5,20,2094,1,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23
816,FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14
807,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19
898,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8
733,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4
95,All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,69,145,69,2,478,143,D#,Major,83,69,44,15,0,10,33
563,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
240,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9
742,Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4
574,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3
690,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40
460,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
553,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
835,Born Singer,BTS,1,2022,6,10,279,0,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11
206,Hits Different,Taylor Swift,1,2023,5,26,547,0,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4
392,Calm Down,Rï¿½ï,1,2022,2,9,4013,10,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4
397,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32
766,Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31
808,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4
217,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19
4,WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,84,133,87,15,425,144,A,Minor,65,23,80,14,63,11,6
768,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43
642,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11
853,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5
612,Every Summertime,NIKI,1,2021,8,10,1211,2,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
738,Chance,Paulo Londra,1,2022,4,6,225,0,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6
546,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
725,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3
683,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18
98,Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,89,143,"1,632",3,200,112,C#,Minor,56,24,66,7,0,12,3
804,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7
727,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4
573,Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34
502,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
47,Die For You,The Weeknd,1,2016,11,24,2483,59,68,21,24,0,259,134,C#,Minor,59,51,52,9,0,15,7
32,Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,113,149,245,23,27,98,C#,Minor,71,17,61,36,0,8,5
779,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36
200,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6
134,505,Arctic Monkeys,1,2007,4,20,13985,25,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5
27,MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,35,109,41,14,211,122,F#,Minor,81,74,71,14,0,56,4
837,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14
230,Bad Habit,Steve Lacy,1,2022,6,29,8186,12,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4
489,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7
772,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33
378,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
288,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3
418,Doja,Central Cee,1,2022,7,20,4169,44,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29
674,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34
391,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
592,Sky,Playboi Carti,1,2020,12,25,3297,3,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
498,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6
138,Perfect,Ed Sheeran,1,2017,1,1,16596,13,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2
62,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,38,0,4,0,0,101,D,Major,88,72,59,62,0,9,3
471,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
647,Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8
128,lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3
929,Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36
520,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4
64,Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,63,79,89,11,16,98,C#,Minor,90,40,59,0,0,10,29
812,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36
14,As It Was,Harry Styles,1,2022,3,31,23575,130,403,198,863,46,,174,F#,Minor,52,66,73,34,0,31,6
156,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17
40,El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,10,107,6,3,62,144,A,Minor,56,84,65,23,0,10,6
492,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
379,Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3
187,Circles,Post Malone,1,2019,8,30,19664,16,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4
763,N95,Kendrick Lamar,1,2022,5,13,5542,0,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14
216,Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11
791,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8
52,AMARGURA,Karol G,1,2023,2,24,1133,39,14,71,23,10,176,107,F#,Minor,92,55,70,18,0,15,7
337,Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3
748,RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4
719,Levitating,Dua Lipa,1,2020,3,27,9833,0,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8
724,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4
701,Envolver,Anitta,1,2021,11,11,4673,2,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11
726,O.O,NMIXX,1,2022,2,22,290,0,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29
461,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
455,Seek & Destroy,SZA,1,2022,12,9,1007,0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7
949,Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6
815,SloMo,Chanel,1,2021,12,24,1211,0,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6
269,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3
201,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28
161,Gasolina,Daddy Yankee,1,2004,7,13,6457,18,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6
555,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
729,First Class,Jack Harlow,1,2022,4,8,8737,0,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10
401,Heather,Conan Gray,1,2020,3,20,6170,7,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
702,Starlight,Dave,1,2022,3,3,1856,3,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28
476,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
821,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34
771,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21
105,Primera Cita,Carin Leon,1,2022,4,20,266,27,6,40,6,6,202,158,A#,Major,54,50,40,61,0,10,6
565,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
389,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
1,LALA,Myke Towers,1,2023,3,23,1474,48,48,126,58,14,382,92,C#,Major,71,61,74,7,0,10,4
891,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4
